Order_ID,Branch_Start,Branch_Drop,Pengirim,Penerima,Alamat Penerima,Weather_Condition,Vehicle_Type,Category,arrival_status,Start_Latitude,Start_Longitude,Drop_Latitude,Drop_Longitude,Quantity,Weight,Vehicle_Type_Assigned
xekn033657822,Cihampelas,Tebing Tinggi,Christopher Irwin,Rhonda Oconnell,"Riau No.634, RT 4/RW 2",Sunny,pick up truck,Toys,Lebih Cepat Sampai,-6.8989124,107.6043304,3.3273686,99.1623025,1.0,2.9,pick up truck
jppa472683579,Lembong,Tanjung Pinang,Randy Rollins,Eric Anthony,"Setiabudi No.622, RT 5/RW 9",Sunny,cargo truck,Shoes,Terlambat,-6.9165602,107.610072,0.9236915,104.446094,6.0,13.8,cargo truck
hhqz133129850,Pasir Kaliki,Solok,Larry Mueller,Robert Hatfield,"Setiabudi No.78, RT 2/RW 6",Sunny,cargo truck,Books,Lebih Cepat Sampai,-6.9162852,107.5981344,-0.93103,100.804328,9.0,6.3,van
twvb324939360,Pasir Kaliki,Manado,Patricia Cole,Jeffery Franco,"Ciwidey No.274, RT 9/RW 3",Sunny,pick up truck,Cosmetics,Tepat Waktu,-6.9162852,107.5981344,1.4900578,124.8408708,6.0,4.2,pick up truck
mrdg183916741,Pasir Kaliki,Tanjung Pinang,Kevin Callahan,Shannon Butler,"Dago No.800, RT 2/RW 6",Sunny,cargo truck,Books,Tepat Waktu,-6.9162852,107.5981344,0.9236915,104.446094,5.0,4.5,pick up truck
wxpi352725051,Dago,Pontianak,Aaron Garcia,Melissa Mcpherson,"Kebon Kawung No.399, RT 8/RW 1",Sunny,cargo truck,Books,Terlambat,-6.8750079,107.6159521,-0.0226903,109.3447488,10.0,6.0,van
eleu714010991,Dago,Metro,Joshua Jackson,Danny Thornton,"Buah Batu No.524, RT 5/RW 7",Sunny,pick up truck,Snacks,Terlambat,-6.8750079,107.6159521,-5.1078839,105.3078642,10.0,5.0,pick up truck
hgnv075721858,Jalan Braga,Cilegon,Daniel Boyd,Brian Smith,"Buah Batu No.680, RT 10/RW 5",Sunny,pick up truck,Electronics,Lebih Cepat Sampai,-6.9168925,107.6091723,-6.017389,106.0537688,2.0,11.4,cargo truck
zjgh066097748,Ciwidey,Gresik,Tina Delgado,Shelly White,"Kebon Kawung No.203, RT 4/RW 6",Sunny,van,Electronics,Tepat Waktu,-7.1027234,107.4641673,-5.7933465,112.6598223,1.0,6.6,van
nbdt525518092,Kebon Kawung,Samarinda,Danielle Hernandez,Teresa Martin,"Lembong No.758, RT 5/RW 8",Sunny,cargo truck,Sports,Terlambat,-6.9123708,107.6016929,-0.5017804,117.1393089,5.0,14.5,cargo truck
dmlb392137609,Jalan Braga,Yogyakarta,Lisa Martinez,Danielle Stevens,"Setiabudi No.454, RT 1/RW 3",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-6.9168925,107.6091723,-7.8012646,110.3646857,7.0,7.0,van
utvc306138563,Setiabudi,Palu,Victor Gonzalez,Jennifer Riggs,"Riau No.14, RT 5/RW 2",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.8689938,107.5934024,-0.9051548,119.8722373,4.0,9.6,van
tnju042895757,Dago,Jayapura,Deborah Wright,Christopher Hayes,"Kebon Kawung No.901, RT 10/RW 8",Sunny,van,Books,Terlambat,-6.8750079,107.6159521,-2.5387539,140.7037389,10.0,4.0,pick up truck
tbvc207410371,Kebon Kawung,Padang,Allen Blanchard,Jamie Lewis,"Buah Batu No.840, RT 5/RW 2",Sunny,pick up truck,Books,Lebih Cepat Sampai,-6.9123708,107.6016929,-0.9247587,100.3632561,8.0,3.2,pick up truck
ssqr217571771,Kebon Kawung,Pagar Alam,Eric Turner,Joy Adkins,"Ciwidey No.700, RT 8/RW 6",Sunny,pick up truck,Snacks,Terlambat,-6.9123708,107.6016929,-4.0209526,103.2501603,6.0,5.4,van
fzzv593019874,Dago,Solo,Sheri Hernandez,Kevin Hamilton,"Pasir Kaliki No.172, RT 10/RW 5",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.8750079,107.6159521,-7.5692489,110.828448,9.0,9.0,van
dkly190694902,Dago,Semarang,Eric Berg,Catherine Hutchinson DDS,"Setiabudi No.517, RT 3/RW 4",Sunny,pick up truck,Electronics,Lebih Cepat Sampai,-6.8750079,107.6159521,-6.9903988,110.4229104,1.0,5.3,van
nbuq671487864,Lembong,Depok,Ryan Burch,Christine Hayes,"Setiabudi No.632, RT 6/RW 9",Sunny,cargo truck,Electronics,Terlambat,-6.9165602,107.610072,-6.40719,106.8158371,2.0,14.0,cargo truck
vpap820650448,Jalan Braga,Tebing Tinggi,Michael Thompson,Pamela Frost,"Ciwidey No.313, RT 10/RW 10",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-6.9168925,107.6091723,3.3273686,99.1623025,5.0,1.5,pick up truck
ucrj268656333,Dago,Mataram,Mark Davis,Haley Farrell,"Setiabudi No.254, RT 5/RW 10",Sunny,cargo truck,Electronics,Lebih Cepat Sampai,-6.8750079,107.6159521,-8.5837726,116.10685,2.0,13.8,cargo truck
vzul280099607,Cihampelas,Tanjung Pinang,Corey Smith,Nathan Olsen,"Riau No.725, RT 10/RW 7",Sunny,pick up truck,Clothing,Terlambat,-6.8989124,107.6043304,0.9236915,104.446094,6.0,15.0,cargo truck
rbxt827666025,Setiabudi,Pontianak,Angela West,Bob Fuller,"Pasir Kaliki No.18, RT 2/RW 7",Sunny,pick up truck,Toys,Terlambat,-6.8689938,107.5934024,-0.0226903,109.3447488,5.0,7.0,van
phzq422053638,Kebon Kawung,Manado,Erica Erickson,Matthew Jensen,"Cihampelas No.72, RT 4/RW 3",Sunny,pick up truck,Toys,Lebih Cepat Sampai,-6.9123708,107.6016929,1.4900578,124.8408708,1.0,2.7,pick up truck
nuhq176642647,Setiabudi,Sorong,David Cole,Steven Smith,"Kebon Kawung No.333, RT 6/RW 3",Sunny,cargo truck,Electronics,Tepat Waktu,-6.8689938,107.5934024,-0.8634105,131.2544805,1.0,8.6,van
temu923783468,Pasir Kaliki,Sumedang,April Holloway,William May,"Jalan Braga No.115, RT 8/RW 10",Sunny,pick up truck,Sports,Tepat Waktu,-6.9162852,107.5981344,-6.8098713,107.9817732,1.0,2.4,pick up truck
mdqh225418616,Setiabudi,Tebing Tinggi,Jacqueline Ponce,Monica Alvarez,"Jalan Braga No.491, RT 6/RW 1",Sunny,pick up truck,Home,Tepat Waktu,-6.8689938,107.5934024,3.3273686,99.1623025,2.0,12.2,cargo truck
ggaj884673949,Lembong,Banda Aceh,Steven Gonzales,Cynthia Lester,"Buah Batu No.635, RT 2/RW 10",Sunny,pick up truck,Grocery,Tepat Waktu,-6.9165602,107.610072,5.5528455,95.3192908,7.0,2.1,pick up truck
hcsn924394617,Lembong,Sungaipenuh,Sydney Mays,Caitlyn Berry,"Kebon Kawung No.814, RT 5/RW 4",Sunny,cargo truck,Sports,Tepat Waktu,-6.9165602,107.610072,-2.091525,101.4151342,7.0,10.5,cargo truck
hqox276241766,Kebon Kawung,Yogyakarta,Ryan Salazar,Michael Barker,"Cihampelas No.886, RT 6/RW 8",Sunny,cargo truck,Snacks,Tepat Waktu,-6.9123708,107.6016929,-7.8012646,110.3646857,6.0,5.4,van
vlex225612870,Cihampelas,Surabaya,Dave Reed,Larry Ball,"Jalan Braga No.286, RT 8/RW 10",Sunny,cargo truck,Shoes,Tepat Waktu,-6.8989124,107.6043304,-7.2462836,112.7377674,4.0,11.6,cargo truck
esdn377927856,Ciwidey,Banjarbaru,Danielle Mcknight,Cassie Banks,"Jalan Braga No.566, RT 8/RW 3",Sunny,pick up truck,Shoes,Terlambat,-7.1027234,107.4641673,-3.4430389,114.8308816,3.0,8.4,van
bqbz087782451,Setiabudi,Malang,Patrick Deleon,Suzanne Harvey,"Dago No.342, RT 10/RW 1",Sunny,cargo truck,Shoes,Lebih Cepat Sampai,-6.8689938,107.5934024,-7.9771308,112.6340265,8.0,8.8,van
xlxc655062187,Jalan Braga,Sawahlunto,Joshua Johnson,Barry Cervantes,"Jalan Braga No.654, RT 4/RW 1",Sunny,pick up truck,Shoes,Lebih Cepat Sampai,-6.9168925,107.6091723,-0.6818141,100.778552,2.0,5.2,van
pzhh424239762,Jalan Braga,Tangerang,Brooke Nguyen,Carly Smith,"Lembong No.849, RT 5/RW 1",Sunny,cargo truck,Electronics,Lebih Cepat Sampai,-6.9168925,107.6091723,-6.1761924,106.6382161,1.0,7.2,van
crga609559116,Pasir Kaliki,Pontianak,Maria Brown,Jason Leonard,"Lembong No.793, RT 6/RW 6",Sunny,cargo truck,Clothing,Tepat Waktu,-6.9162852,107.5981344,-0.0226903,109.3447488,4.0,9.6,van
vhfk281198980,Kebon Kawung,Palu,Mary Bentley,Anna Stone,"Riau No.990, RT 1/RW 6",Sunny,pick up truck,Cosmetics,Terlambat,-6.9123708,107.6016929,-0.9051548,119.8722373,6.0,4.2,pick up truck
nvvg574209507,Riau,Ambon,Michael Hancock,Daniel King,"Cihampelas No.28, RT 5/RW 7",Sunny,cargo truck,Books,Lebih Cepat Sampai,-6.9064586,107.6147399,-3.6959434,128.178785,10.0,6.0,van
dkcx289564509,Pasir Kaliki,Malang,Katherine Morris,Holly Kim,"Setiabudi No.925, RT 6/RW 4",Sunny,pick up truck,Toys,Terlambat,-6.9162852,107.5981344,-7.9771308,112.6340265,1.0,2.4,pick up truck
urgo589041952,Kebon Kawung,Salatiga,Felicia Hernandez,Brent Pierce,"Buah Batu No.234, RT 6/RW 2",Sunny,cargo truck,Cosmetics,Tepat Waktu,-6.9123708,107.6016929,-7.3302642,110.4995353,10.0,7.0,van
zrsu609447914,Kebon Kawung,Bandung,Taylor Francis,Krista Edwards,"Dago No.814, RT 2/RW 2",Sunny,pick up truck,Home,Terlambat,-6.9123708,107.6016929,-6.9218457,107.6070833,1.0,7.4,van
nhiw966813419,Cihampelas,Samarinda,Krista Howard,Denise Wilson,"Riau No.489, RT 4/RW 1",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-6.8989124,107.6043304,-0.5017804,117.1393089,9.0,5.4,van
xiyz132481883,Lembong,Bekasi,Brittany Campbell,Kelly Phillips,"Kebon Kawung No.439, RT 6/RW 3",Sunny,pick up truck,Toys,Terlambat,-6.9165602,107.610072,-6.2349858,106.9945444,6.0,10.8,cargo truck
tsgu730494311,Cihampelas,Tebing Tinggi,John Clark,Melinda Gonzalez,"Buah Batu No.565, RT 8/RW 3",Sunny,cargo truck,Books,Terlambat,-6.8989124,107.6043304,3.3273686,99.1623025,5.0,1.5,pick up truck
kfly436352695,Buah Batu,Bukittinggi,Walter Walker,Jason Cole,"Cihampelas No.667, RT 10/RW 9",Sunny,pick up truck,Sports,Lebih Cepat Sampai,-6.9412463,107.6271905,-0.3051954,100.3694921,2.0,4.6,pick up truck
dmus962572859,Jalan Braga,Metro,Jaime Duran,Mrs. Sarah Lopez,"Riau No.887, RT 2/RW 1",Sunny,pick up truck,Sports,Lebih Cepat Sampai,-6.9168925,107.6091723,-5.1078839,105.3078642,4.0,5.6,van
xdou139557401,Jalan Braga,Ternate,Jennifer Bailey,Edward Graham,"Setiabudi No.349, RT 4/RW 3",Sunny,cargo truck,Clothing,Tepat Waktu,-6.9168925,107.6091723,0.7852043,127.3832342,1.0,2.7,pick up truck
sevk013187734,Riau,Dumai,Lisa Mitchell,Shannon Barber,"Jalan Braga No.726, RT 8/RW 1",Sunny,pick up truck,Books,Tepat Waktu,-6.9064586,107.6147399,1.6631967,101.4470369,8.0,5.6,van
byef268008279,Pasir Kaliki,Ambon,Nancy Ramos,Laura Thomas,"Jalan Braga No.283, RT 10/RW 10",Sunny,pick up truck,Home,Lebih Cepat Sampai,-6.9162852,107.5981344,-3.6959434,128.178785,1.0,6.8,van
eqgq209646477,Cihampelas,Lubuklinggau,James Norris,Janice Jones,"Cihampelas No.995, RT 9/RW 10",Sunny,pick up truck,Snacks,Terlambat,-6.8989124,107.6043304,-3.2919136,102.8715732,10.0,5.0,pick up truck
ymue934078130,Kebon Kawung,Tebing Tinggi,Debra Schmidt,Lisa Wells,"Kebon Kawung No.656, RT 9/RW 7",Sunny,pick up truck,Books,Lebih Cepat Sampai,-6.9123708,107.6016929,3.3273686,99.1623025,10.0,9.0,van
zizi079416312,Setiabudi,Semarang,Ronald Gaines,Anthony Bryant,"Dago No.683, RT 1/RW 9",Sunny,cargo truck,Clothing,Terlambat,-6.8689938,107.5934024,-6.9903988,110.4229104,4.0,11.2,cargo truck
jdje593711302,Setiabudi,Ternate,Paul King,Andrew Howard,"Pasir Kaliki No.513, RT 8/RW 2",Sunny,pick up truck,Clothing,Terlambat,-6.8689938,107.5934024,0.7852043,127.3832342,9.0,14.4,cargo truck
qyfz383031721,Buah Batu,Pagar Alam,Rebecca Jackson,Tyrone Bean,"Buah Batu No.533, RT 2/RW 7",Sunny,cargo truck,Sports,Tepat Waktu,-6.9412463,107.6271905,-4.0209526,103.2501603,6.0,9.6,van
vxdw152482612,Lembong,Depok,Megan Ward,Danielle Stanley,"Lembong No.718, RT 3/RW 6",Sunny,pick up truck,Cosmetics,Terlambat,-6.9165602,107.610072,-6.40719,106.8158371,5.0,1.0,pick up truck
aowb319664016,Jalan Braga,Gresik,Allen Crawford,Brent Young,"Kebon Kawung No.129, RT 5/RW 1",Sunny,cargo truck,Home,Lebih Cepat Sampai,-6.9168925,107.6091723,-5.7933465,112.6598223,2.0,10.4,cargo truck
srcx347469953,Jalan Braga,Banjarbaru,Anthony Livingston,Karen Francis,"Ciwidey No.201, RT 5/RW 6",Sunny,pick up truck,Books,Lebih Cepat Sampai,-6.9168925,107.6091723,-3.4430389,114.8308816,9.0,3.6,pick up truck
lvyo271407734,Jalan Braga,Banda Aceh,Glen Juarez,Holly Ross,"Cihampelas No.561, RT 4/RW 7",Sunny,cargo truck,Clothing,Lebih Cepat Sampai,-6.9168925,107.6091723,5.5528455,95.3192908,2.0,3.8,pick up truck
kdlk855322342,Lembong,Medan,Theodore Baldwin,Jon Taylor,"Lembong No.566, RT 2/RW 5",Sunny,pick up truck,Home,Lebih Cepat Sampai,-6.9165602,107.610072,3.5894617,98.6741623,1.0,8.3,van
rvjj561158686,Jalan Braga,Makassar,Wendy Mccoy,Christopher Moreno,"Cihampelas No.531, RT 2/RW 5",Sunny,pick up truck,Grocery,Tepat Waktu,-6.9168925,107.6091723,-5.1342962,119.4124282,9.0,7.2,van
xltr372187696,Jalan Braga,Binjai,Timothy West,Steven Davis,"Pasir Kaliki No.801, RT 5/RW 1",Sunny,pick up truck,Home,Terlambat,-6.9168925,107.6091723,3.6063964,98.4899865,1.0,6.4,van
aaff291190267,Buah Batu,Gresik,Christy Williams,Brianna Gomez,"Buah Batu No.882, RT 1/RW 7",Sunny,pick up truck,Shoes,Terlambat,-6.9412463,107.6271905,-5.7933465,112.6598223,2.0,5.2,van
uqwl538991499,Dago,Malang,Curtis Smith,Hannah Daniels,"Ciwidey No.686, RT 6/RW 8",Sunny,cargo truck,Clothing,Tepat Waktu,-6.8750079,107.6159521,-7.9771308,112.6340265,5.0,11.0,cargo truck
grjo664057875,Jalan Braga,Malang,Anthony Henderson,Joseph Sullivan,"Ciwidey No.132, RT 1/RW 2",Sunny,cargo truck,Toys,Lebih Cepat Sampai,-6.9168925,107.6091723,-7.9771308,112.6340265,3.0,3.6,pick up truck
jwst680136085,Dago,Bekasi,Nathan Sullivan,Samuel Martin,"Setiabudi No.523, RT 6/RW 5",Sunny,cargo truck,Sports,Terlambat,-6.8750079,107.6159521,-6.2349858,106.9945444,4.0,9.6,van
jfla413350625,Dago,Padang,Rebecca Lawson,Elizabeth Jones,"Setiabudi No.377, RT 9/RW 7",Sunny,cargo truck,Cosmetics,Tepat Waktu,-6.8750079,107.6159521,-0.9247587,100.3632561,8.0,5.6,van
palk954435425,Buah Batu,Bogor,Phillip Rogers,Rachel Wise,"Ciwidey No.703, RT 8/RW 10",Sunny,pick up truck,Sports,Terlambat,-6.9412463,107.6271905,-6.5962986,106.7972421,7.0,14.0,cargo truck
rigd954962676,Cihampelas,Sorong,Adam Mcneil,Casey Robles,"Setiabudi No.99, RT 7/RW 4",Sunny,pick up truck,Home,Tepat Waktu,-6.8989124,107.6043304,-0.8634105,131.2544805,2.0,10.6,cargo truck
qdwe915067963,Dago,Solok,Alex Davis,Emily Garcia,"Pasir Kaliki No.793, RT 10/RW 1",Sunny,cargo truck,Toys,Lebih Cepat Sampai,-6.8750079,107.6159521,-0.93103,100.804328,6.0,8.4,van
tgrb215410420,Jalan Braga,Tanjung Pinang,Steven Peterson,Joyce Cooper,"Dago No.532, RT 7/RW 10",Sunny,pick up truck,Electronics,Tepat Waktu,-6.9168925,107.6091723,0.9236915,104.446094,2.0,14.8,cargo truck
qztl376586162,Pasir Kaliki,Cimahi,Ruth Sutton,Andrea Freeman,"Jalan Braga No.243, RT 2/RW 5",Sunny,pick up truck,Sports,Lebih Cepat Sampai,-6.9162852,107.5981344,-6.8731527,107.5423099,4.0,10.0,van
oxkh126720023,Jalan Braga,Sorong,Patricia Lopez,Shelia Thomas,"Pasir Kaliki No.339, RT 3/RW 5",Sunny,pick up truck,Electronics,Terlambat,-6.9168925,107.6091723,-0.8634105,131.2544805,2.0,10.8,cargo truck
blzi055621134,Lembong,Pagar Alam,Gary Castro,Carolyn Morales,"Jalan Braga No.75, RT 5/RW 1",Sunny,pick up truck,Grocery,Lebih Cepat Sampai,-6.9165602,107.610072,-4.0209526,103.2501603,5.0,2.5,pick up truck
wuxi237241956,Jalan Braga,Jakarta,Suzanne Davis,Victoria Nichols,"Ciwidey No.809, RT 5/RW 8",Sunny,pick up truck,Toys,Terlambat,-6.9168925,107.6091723,-6.1754049,106.827168,5.0,8.0,van
bknb329924173,Kebon Kawung,Padang,Diane Le,Debra Doyle,"Jalan Braga No.731, RT 4/RW 6",Sunny,pick up truck,Home,Lebih Cepat Sampai,-6.9123708,107.6016929,-0.9247587,100.3632561,1.0,6.7,van
xxyf638338951,Cihampelas,Tanjung Pinang,Jennifer Padilla,Joy Miller,"Ciwidey No.749, RT 8/RW 9",Sunny,cargo truck,Toys,Lebih Cepat Sampai,-6.8989124,107.6043304,0.9236915,104.446094,2.0,2.8,pick up truck
ckoz514175734,Dago,Samarinda,Lisa Williams,Devin Adams,"Lembong No.656, RT 6/RW 8",Sunny,van,Home,Tepat Waktu,-6.8750079,107.6159521,-0.5017804,117.1393089,2.0,11.8,cargo truck
ayuo575433218,Jalan Braga,Solok,Janet Dunn,Cristina Ellis,"Kebon Kawung No.458, RT 3/RW 10",Sunny,cargo truck,Grocery,Tepat Waktu,-6.9168925,107.6091723,-0.93103,100.804328,8.0,4.8,pick up truck
bhht187756692,Lembong,Sorong,Kenneth Acosta,Gary Young,"Setiabudi No.306, RT 9/RW 3",Sunny,pick up truck,Grocery,Lebih Cepat Sampai,-6.9165602,107.610072,-0.8634105,131.2544805,6.0,2.4,pick up truck
ntvb306820641,Dago,Jakarta,Shawn Douglas,Paul Rodriguez,"Dago No.217, RT 7/RW 10",Sunny,pick up truck,Snacks,Lebih Cepat Sampai,-6.8750079,107.6159521,-6.1754049,106.827168,9.0,2.7,pick up truck
rofk826462005,Pasir Kaliki,Payakumbuh,Joseph Hopkins,Melissa Gutierrez,"Riau No.413, RT 7/RW 10",Sunny,pick up truck,Shoes,Lebih Cepat Sampai,-6.9162852,107.5981344,-0.2242687,100.6319419,4.0,6.8,van
mnsp594424372,Riau,Bengkulu,Jane Velazquez,Amy Garcia,"Dago No.701, RT 10/RW 3",Sunny,cargo truck,Sports,Lebih Cepat Sampai,-6.9064586,107.6147399,-3.5186763,102.5359834,1.0,1.0,pick up truck
vvnf691031294,Dago,Ambon,Brian Rodriguez,Patrick Anderson,"Pasir Kaliki No.901, RT 9/RW 2",Sunny,cargo truck,Toys,Tepat Waktu,-6.8750079,107.6159521,-3.6959434,128.178785,4.0,8.0,van
ozbr491095485,Jalan Braga,Makassar,Gabrielle Chen MD,Robin Coffey,"Setiabudi No.939, RT 2/RW 1",Sunny,cargo truck,Grocery,Lebih Cepat Sampai,-6.9168925,107.6091723,-5.1342962,119.4124282,8.0,3.2,pick up truck
gumx574487289,Setiabudi,Pontianak,John Watts,Joseph Anderson,"Cihampelas No.176, RT 8/RW 9",Sunny,cargo truck,Cosmetics,Lebih Cepat Sampai,-6.8689938,107.5934024,-0.0226903,109.3447488,7.0,6.3,van
hoon922371029,Riau,Metro,Robert Taylor,Anthony Carlson,"Kebon Kawung No.261, RT 1/RW 9",Sunny,pick up truck,Home,Lebih Cepat Sampai,-6.9064586,107.6147399,-5.1078839,105.3078642,1.0,5.2,van
kmzt405510881,Dago,Serang,Jordan Peterson,Randy Parker,"Dago No.580, RT 4/RW 3",Sunny,cargo truck,Books,Terlambat,-6.8750079,107.6159521,-6.1169662,106.1518079,9.0,8.1,van
gfvu821953426,Buah Batu,Batam,Joe Mills,Steven Rodriguez,"Setiabudi No.834, RT 6/RW 9",Sunny,cargo truck,Cosmetics,Lebih Cepat Sampai,-6.9412463,107.6271905,1.1030815,104.0383696,9.0,9.0,van
fiiw498926070,Jalan Braga,Semarang,Danielle Kelly,Kevin Phillips,"Buah Batu No.373, RT 7/RW 4",Sunny,pick up truck,Shoes,Tepat Waktu,-6.9168925,107.6091723,-6.9903988,110.4229104,6.0,6.6,van
mjkv310475194,Dago,Palu,Whitney Wolf,Devin Perez,"Setiabudi No.385, RT 6/RW 5",Sunny,pick up truck,Books,Lebih Cepat Sampai,-6.8750079,107.6159521,-0.9051548,119.8722373,9.0,1.8,pick up truck
wdii564144324,Jalan Braga,Gresik,Gerald Evans,Nicole Hunt,"Setiabudi No.157, RT 9/RW 8",Sunny,cargo truck,Cosmetics,Lebih Cepat Sampai,-6.9168925,107.6091723,-5.7933465,112.6598223,5.0,3.0,pick up truck
lqkb835679948,Setiabudi,Makassar,Samuel Lewis,Laura Garcia,"Lembong No.252, RT 3/RW 1",Sunny,pick up truck,Toys,Terlambat,-6.8689938,107.5934024,-5.1342962,119.4124282,1.0,1.6,pick up truck
tlah379156697,Setiabudi,Palu,Destiny Jackson,Amber Garza,"Setiabudi No.896, RT 1/RW 7",Sunny,pick up truck,Toys,Lebih Cepat Sampai,-6.8689938,107.5934024,-0.9051548,119.8722373,7.0,13.3,cargo truck
jorj440560315,Kebon Kawung,Depok,Joshua Young MD,Stanley Webster,"Lembong No.284, RT 2/RW 10",Sunny,pick up truck,Grocery,Tepat Waktu,-6.9123708,107.6016929,-6.40719,106.8158371,9.0,4.5,pick up truck
gqzs051098424,Jalan Braga,Surabaya,Casey Hammond,Mark Hampton,"Riau No.704, RT 10/RW 7",Sunny,pick up truck,Books,Terlambat,-6.9168925,107.6091723,-7.2462836,112.7377674,8.0,2.4,pick up truck
qmpt145946527,Dago,Tebing Tinggi,Jennifer Parker,Lisa Escobar,"Pasir Kaliki No.780, RT 10/RW 6",Sunny,van,Home,Lebih Cepat Sampai,-6.8750079,107.6159521,3.3273686,99.1623025,1.0,7.2,van
umza291289960,Setiabudi,Surabaya,Christina Gonzalez,Megan Carter,"Pasir Kaliki No.252, RT 8/RW 4",Sunny,van,Clothing,Tepat Waktu,-6.8689938,107.5934024,-7.2462836,112.7377674,5.0,7.5,van
jexj760835001,Dago,Cimahi,Daniel Nash,Sarah Tucker,"Pasir Kaliki No.808, RT 3/RW 1",Sunny,pick up truck,Electronics,Lebih Cepat Sampai,-6.8750079,107.6159521,-6.8731527,107.5423099,2.0,13.6,cargo truck
khdy869383100,Cihampelas,Malang,John Clark,Lauren Reese,"Jalan Braga No.400, RT 1/RW 7",Sunny,pick up truck,Toys,Tepat Waktu,-6.8989124,107.6043304,-7.9771308,112.6340265,1.0,2.9,pick up truck
hvwn441638785,Kebon Kawung,Ambon,Laurie Bullock,Kristie Christensen,"Jalan Braga No.961, RT 6/RW 4",Sunny,cargo truck,Snacks,Tepat Waktu,-6.9123708,107.6016929,-3.6959434,128.178785,6.0,4.8,pick up truck
gbox156266821,Kebon Kawung,Mataram,Kaitlyn Norton,Benjamin Alexander,"Pasir Kaliki No.58, RT 10/RW 6",Sunny,cargo truck,Electronics,Lebih Cepat Sampai,-6.9123708,107.6016929,-8.5837726,116.10685,1.0,9.7,van
yhoh883688262,Setiabudi,Jambi,Adriana Johnson,Matthew Dickson,"Cihampelas No.425, RT 1/RW 3",Sunny,pick up truck,Clothing,Terlambat,-6.8689938,107.5934024,-1.6394711,102.9454264,3.0,3.6,pick up truck
elis065040088,Dago,Tebing Tinggi,James Torres,Gary Hall,"Dago No.290, RT 3/RW 10",Sunny,pick up truck,Books,Lebih Cepat Sampai,-6.8750079,107.6159521,3.3273686,99.1623025,5.0,1.5,pick up truck
cpph344973735,Setiabudi,Mojokerto,Nicholas Gonzalez,Olivia Kelly,"Jalan Braga No.122, RT 3/RW 10",Sunny,pick up truck,Toys,Terlambat,-6.8689938,107.5934024,-7.5413378,112.5094975,2.0,4.4,pick up truck
knkd371033117,Dago,Padang,Karen Williams,Kristen Sexton,"Buah Batu No.884, RT 3/RW 6",Sunny,pick up truck,Grocery,Terlambat,-6.8750079,107.6159521,-0.9247587,100.3632561,9.0,1.8,pick up truck
sroj558743624,Buah Batu,Mataram,Maria Maxwell,Troy Taylor,"Ciwidey No.3, RT 4/RW 10",Sunny,pick up truck,Grocery,Tepat Waktu,-6.9412463,107.6271905,-8.5837726,116.10685,7.0,4.9,pick up truck
gwjw511903123,Cihampelas,Palu,Stephanie Green,Michael Tanner,"Pasir Kaliki No.60, RT 4/RW 6",Sunny,van,Cosmetics,Terlambat,-6.8989124,107.6043304,-0.9051548,119.8722373,7.0,6.3,van
neqg897607951,Cihampelas,Metro,Donna Sanchez,Karen Bell,"Ciwidey No.418, RT 3/RW 4",Sunny,pick up truck,Snacks,Terlambat,-6.8989124,107.6043304,-5.1078839,105.3078642,9.0,3.6,pick up truck
qgmq559488305,Lembong,Prabumulih,Eric Reed,James Lynch,"Jalan Braga No.231, RT 3/RW 1",Sunny,van,Books,Lebih Cepat Sampai,-6.9165602,107.610072,-3.4382688,104.2310181,10.0,9.0,van
fqwo883736566,Buah Batu,Banda Aceh,Gail Thompson,Jose Blackburn,"Lembong No.39, RT 6/RW 8",Sunny,cargo truck,Shoes,Tepat Waktu,-6.9412463,107.6271905,5.5528455,95.3192908,5.0,12.5,cargo truck
diyx055802815,Setiabudi,Semarang,Keith Curtis,Robert Riley,"Kebon Kawung No.376, RT 4/RW 9",Sunny,pick up truck,Sports,Tepat Waktu,-6.8689938,107.5934024,-6.9903988,110.4229104,7.0,12.6,cargo truck
ixwb563101568,Dago,Metro,Sara Estrada,Jennifer Scott,"Setiabudi No.735, RT 8/RW 7",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-6.8750079,107.6159521,-5.1078839,105.3078642,10.0,9.0,van
wqgs389644186,Buah Batu,Payakumbuh,Thomas Wright,Bruce Berry,"Buah Batu No.711, RT 8/RW 1",Sunny,pick up truck,Home,Lebih Cepat Sampai,-6.9412463,107.6271905,-0.2242687,100.6319419,1.0,5.8,van
ywze466486094,Riau,Sorong,Brent Richards,Debbie West,"Pasir Kaliki No.112, RT 2/RW 4",Sunny,pick up truck,Grocery,Terlambat,-6.9064586,107.6147399,-0.8634105,131.2544805,6.0,1.8,pick up truck
pvmm816055638,Setiabudi,Gresik,Erika Ware,Matthew Griffin,"Riau No.283, RT 1/RW 3",Sunny,pick up truck,Grocery,Lebih Cepat Sampai,-6.8689938,107.5934024,-5.7933465,112.6598223,10.0,7.0,van
